-4,-6.928
-4,-7.928
4,-7.928
4,-6.928

-4,6.928
-4,7.928
4,7.928
4,6.928

8,0
8.866,0.5
4.866,7.428
4,6.928

8,0
8.866,-0.5
4.866,-7.428
4,-6.928

-8,0
-8.866,-0.5
-4.866,-7.428
-4,-6.928

-8,0
-8.866,0.5
-4.866,7.428
-4,6.928
