13 28 23.6810,-55 46 47.518,7.31,0.404
07 21 01.6941,-50 51 15.350,7.31,-0.103
09 25 59.0470,-56 05 22.072,7.31,-0.004
14 15 26.3795,27 44 02.671,7.31,0.282
07 04 09.5283,18 40 07.753,7.31,0.102
08 57 07.5578,-43 15 22.336,7.31,0.002
05 25 19.1028,-34 50 50.846,7.31,0.84
11 18 19.8363,-48 47 14.840,7.31,0.051
09 15 01.7567,-20 07 13.002,7.31,0.12
21 13 16.5952,16 55 08.402,7.31,1.37
04 00 37.0242,13 53 32.069,7.31,1.42
03 00 53.5072,15 01 52.862,7.31,0.553
05 15 16.1580,-52 39 55.081,7.31,1.183
00 00 32.4534,-40 41 25.608,7.31,1.164
12 31 09.7277,-19 35 38.922,7.31,1.137
12 07 32.7583,-45 34 52.174,7.31,0.015
07 54 49.3126,18 06 00.943,7.31,1.46
12 21 03.5362,25 01 52.735,7.31,0.88
06 25 49.9601,-38 56 08.137,7.31,1.722
19 03 55.6046,34 09 04.557,7.31,-0.101
20 35 14.4762,44 24 33.037,7.31,0.281
19 34 37.4316,18 07 41.026,7.31,0.873
09 06 38.7918,-43 29 32.688,7.31,0.664
07 46 43.9024,-48 06 43.833,7.31,0.099
04 49 20.3964,-42 24 49.257,7.31,0.199
02 10 54.4068,23 47 56.863,7.31,0.398
08 21 28.1405,21 54 33.904,7.31,1.071
14 24 35.8921,-14 04 53.135,7.31,1.042
03 31 09.1074,39 08 52.095,7.31,0.377
22 58 06.3983,21 30 47.715,7.31,1.495
08 34 35.6911,-44 16 12.816,7.31,1.004
18 41 03.4903,44 16 15.967,7.31,0.312
15 17 32.1136,-10 30 01.999,7.31,0.36
01 56 00.6905,43 03 39.385,7.31,1.4
05 58 35.3763,-21 32 38.373,7.31,0.888
15 13 01.0845,-37 14 47.824,7.31,0.273
20 53 41.1689,61 46 32.309,7.31,0.269
10 20 05.2207,-39 42 09.097,7.31,-0.002
18 17 48.3975,40 18 12.662,7.31,0.05
22 03 59.5039,28 20 54.292,7.31,1.338
01 44 11.6176,61 50 59.292,7.31,1.22
23 46 50.7796,-08 53 48.648,7.31,1.011
07 48 35.5807,-22 00 33.314,7.31,1.173
10 35 25.3707,-05 21 42.627,7.31,0.19
12 32 04.4647,-01 46 20.827,7.31,0.644
23 19 40.6279,-15 46 56.176,7.31,1.084
06 27 38.3023,48 46 36.328,7.31,0.578
18 54 22.7792,-24 46 08.298,7.31,0.111
13 06 56.4726,-34 07 18.239,7.31,0.469
13 05 46.7859,39 36 15.433,7.31,1.51
07 57 08.6542,-33 14 59.722,7.31,-0.151
17 19 14.9081,79 18 19.573,7.31,0.163
16 03 07.0679,-19 50 26.524,7.31,0.264
06 15 01.6866,-29 21 55.243,7.31,0.025
20 42 27.3950,-02 19 36.822,7.31,0.129
07 07 02.8336,-25 46 51.163,7.31,1.451
09 46 17.5505,-22 39 09.291,7.31,1.075
08 48 12.2476,02 34 48.757,7.31,0.462
23 39 48.8197,75 45 05.819,7.31,0.381
20 52 03.5752,34 39 27.624,7.31,-0.09
17 59 13.7116,64 08 33.148,7.31,0.435
20 29 05.8830,35 49 52.498,7.31,1.446
05 05 49.2198,35 50 45.874,7.31,0.453
05 04 58.6370,41 52 49.718,7.31,0.144
11 14 30.6332,85 38 24.402,7.31,0.236
05 21 55.3757,39 34 22.934,7.31,0.48
19 37 53.4192,01 29 57.358,7.31,0.183
06 46 20.7136,50 22 49.705,7.31,0.009
20 48 21.7619,-22 44 25.000,7.31,0.527
17 05 23.4383,03 26 18.988,7.31,0.334
06 20 53.8749,-79 04 00.483,7.31,1.036
18 50 31.0365,42 54 43.530,7.31,1.256
12 04 59.5641,76 45 44.704,7.31,0.431
13 28 16.4651,02 14 09.310,7.31,0.4
04 50 44.3716,-18 53 59.935,7.31,1.258
07 31 12.0935,76 57 16.678,7.31,1.054
12 18 13.7452,-20 50 25.742,7.31,0.623
21 30 26.0270,-25 11 35.626,7.31,1.54
01 11 14.9190,46 37 47.444,7.31,-0.026
10 26 45.2379,13 37 35.278,7.31,1.54
10 05 04.4570,07 59 27.055,7.31,0.481
00 23 03.1572,44 31 30.860,7.31,0.087
22 10 59.4622,49 02 51.683,7.31,1.688
20 42 55.4156,49 03 09.999,7.31,0.345
15 35 16.1180,-25 44 02.787,7.31,0.06
20 27 36.7747,42 02 07.559,7.31,-0.013
10 22 03.4272,-00 45 05.459,7.31,1.034
12 50 28.6019,-13 02 04.792,7.31,1.332
01 08 55.8478,09 43 49.983,7.31,-0.058
01 58 54.5322,-21 07 58.263,7.31,0.493
17 54 44.3145,-55 53 54.255,7.31,0.033
00 06 24.9612,-18 02 17.724,7.31,0.402
08 28 43.6987,-60 07 21.291,7.31,0.72
11 57 25.9334,-61 07 24.341,7.31,1.673
22 10 02.2370,23 07 33.211,7.31,0.391
12 15 49.9033,-13 49 00.129,7.31,1.595
17 58 42.1528,-16 51 26.874,7.32,0.292
15 11 20.6670,-11 28 17.140,7.32,1.173
09 24 51.8288,-15 38 18.548,7.32,0.912
21 19 24.4724,52 19 27.840,7.32,-0.018
10 56 24.4715,-57 33 04.879,7.32,0.462
02 22 18.3810,-16 30 25.648,7.32,1.154
23 33 12.3147,57 24 28.921,7.32,0.809
08 09 16.6145,-15 34 12.597,7.32,-0.114
04 53 27.9731,-72 45 53.290,7.32,0.237
03 31 41.4032,78 00 51.887,7.32,1.219
05 04 36.4595,-14 56 50.733,7.32,1.627
06 44 44.3474,-19 03 10.732,7.32,-0.076
22 03 43.2174,49 46 17.783,7.32,1.129
11 02 31.2658,-09 59 41.411,7.32,1.488
19 30 41.0556,-18 19 24.558,7.32,1.085
03 44 16.3963,-54 28 41.195,7.32,0.872
21 25 24.3285,-72 35 43.214,7.32,0.911
07 43 36.6757,-01 20 53.473,7.32,1.261
21 23 25.2488,65 02 02.598,7.32,-0.038
21 36 55.0543,-10 10 28.165,7.32,0.374
22 55 56.7042,41 20 06.461,7.32,0.476
07 06 59.3434,-05 28 17.927,7.32,0.435
06 15 39.4686,-66 17 32.284,7.32,-0.089
22 51 33.6788,85 02 46.913,7.32,1.365
12 39 26.6543,73 00 05.662,7.32,0.992
05 12 21.9885,-51 33 00.940,7.32,1.085
07 39 27.2346,-11 33 50.306,7.32,-0.07
14 10 57.0825,-05 58 26.087,7.32,0.506
00 35 50.1401,16 34 11.205,7.32,0.435
01 10 43.0334,-04 50 31.902,7.32,0.391
19 39 12.9562,-16 54 28.571,7.32,0.324
01 59 13.4514,-15 07 19.871,7.32,1.064
16 13 11.1454,-15 07 00.901,7.32,1.688
11 06 30.2363,-13 25 02.794,7.32,1.064
05 06 35.3048,-77 33 59.228,7.32,0.652
10 23 20.8679,78 20 33.951,7.32,1.14
06 49 15.3368,22 18 39.016,7.32,0.038
04 56 14.1521,03 10 33.048,7.32,0.032
16 56 48.7172,61 28 30.362,7.32,1.086
22 43 50.7105,78 31 05.715,7.32,-0.004
04 56 59.2980,03 17 09.744,7.32,0.069
05 24 44.4178,63 23 11.774,7.32,0.714
07 43 39.0485,-41 28 03.624,7.32,1.685
16 28 49.8878,-44 48 45.398,7.32,0.134
22 10 59.5579,63 23 58.507,7.32,0.19
20 12 15.3230,-08 05 32.066,7.32,0.435
04 15 55.7250,31 41 35.497,7.32,0.586
11 19 41.8680,-52 29 30.964,7.32,1.187
13 58 01.7198,07 27 48.003,7.32,1.521
15 24 21.0625,-00 32 38.914,7.32,0.174
06 24 32.4345,04 11 11.714,7.32,-0.086
07 02 02.5626,-57 18 56.720,7.32,0.434
10 46 12.6636,-61 56 30.008,7.32,-0.059
11 45 01.4021,-00 31 03.399,7.32,0.916
22 30 09.9244,00 08 17.983,7.32,-0.014
15 33 51.0440,63 54 25.513,7.32,0.6
23 27 25.5036,63 55 45.644,7.32,1.326
13 21 31.0814,63 57 01.340,7.32,1.483
04 30 53.6925,-36 52 34.254,7.32,1.265
11 27 29.4007,-39 52 35.342,7.32,0.079
11 38 09.9203,-63 11 48.621,7.32,0.003
04 48 39.4320,03 38 57.394,7.32,-0.057
10 53 01.1491,-63 05 16.079,7.32,0.477
19 39 50.5190,-58 09 11.426,7.32,0.876
18 16 31.5289,23 23 54.829,7.32,1.071
09 07 17.8557,-38 49 03.498,7.32,1.406
14 30 26.4540,-40 28 34.181,7.32,1.655
14 43 13.0936,01 49 29.145,7.32,0.027
08 08 44.4620,-60 37 33.018,7.32,-0.031
18 46 01.1224,09 49 06.130,7.32,0.474
01 16 04.4767,61 54 27.302,7.32,0.417
10 33 16.6906,-55 22 50.505,7.32,0.04
16 54 05.2981,-41 04 46.102,7.32,0.135
10 59 20.7942,79 40 32.797,7.32,0.551
14 34 44.1440,-35 27 48.083,7.32,0.491
08 06 26.3271,-02 23 37.747,7.32,0.926
11 07 36.4185,13 51 30.840,7.32,0.551
08 13 18.1990,-36 20 30.319,7.32,-0.12
10 28 26.4321,15 45 20.905,7.32,0.461
02 09 38.2433,42 51 29.900,7.32,0.495
07 16 48.5186,24 32 10.823,7.32,0.08
19 58 02.3765,40 55 36.494,7.32,0.874
19 06 19.7915,15 51 40.708,7.32,0.387
12 29 31.1149,-66 51 37.759,7.32,0.308
12 27 02.6050,-61 23 06.822,7.32,0.91
15 00 44.8973,-59 48 42.031,7.32,0.496
15 44 05.9687,24 27 37.349,7.32,0.214
20 15 24.1243,10 09 12.278,7.32,0.463
16 07 25.7434,13 20 11.016,7.32,0.344
08 48 27.0609,-58 13 37.047,7.32,1.477
14 00 41.8889,-41 52 31.975,7.32,1.612
08 14 31.9774,10 11 17.884,7.32,1.021
19 07 33.1823,18 33 45.249,7.32,0.197
20 32 42.3857,-28 35 43.511,7.32,0.06
15 52 42.6712,-54 14 30.258,7.32,1.647
18 43 56.0488,12 10 07.550,7.32,1.186
05 34 00.0218,15 35 04.613,7.32,0.58
17 45 44.2487,-68 38 51.526,7.32,0.424
08 17 29.0970,-26 18 07.094,7.32,0.507
18 09 17.6983,-23 59 18.220,7.32,0.079
11 43 47.1137,-21 02 17.997,7.32,0.435
11 25 55.1566,52 07 55.522,7.32,0.437
05 08 00.3430,-20 07 15.987,7.32,1.093
07 14 34.1924,-25 18 08.628,7.32,-0.03
22 51 11.6406,-59 05 50.537,7.32,0.313
07 56 02.8114,23 41 35.079,7.32,0.629
14 57 23.2509,25 19 24.958,7.32,0.687
16 45 02.3961,23 43 03.981,7.32,0.987
00 13 20.5005,49 43 24.223,7.32,0.061
06 34 51.1854,-19 38 48.031,7.32,1.509
19 53 24.2728,20 19 38.674,7.32,0.31
14 24 00.3297,-19 48 02.801,7.32,1.028
04 36 34.7160,19 45 36.135,7.32,0.357
07 47 22.2991,33 33 52.274,7.32,1.038
05 43 38.1363,55 19 44.343,7.32,1
19 08 20.1967,55 19 49.960,7.32,0.173
21 15 52.0111,19 42 51.324,7.32,0.245
11 20 56.9127,51 45 41.207,7.32,0.399
10 59 34.2394,-43 30 05.835,7.32,1.46
08 10 16.0897,-49 02 05.751,7.32,-0.133
06 58 31.8918,19 13 19.118,7.32,1.33
10 56 21.4856,23 15 02.650,7.32,0.932
09 34 57.1946,-34 22 02.628,7.32,0.028
01 38 24.6800,-83 14 51.711,7.32,1.031
21 12 57.6502,30 48 33.289,7.32,0.666
09 39 00.7399,58 32 53.446,7.32,1.641
20 20 53.9875,-45 32 43.107,7.32,0.519
19 22 57.6995,55 04 06.082,7.32,1.116
20 26 04.4433,-14 58 48.632,7.32,1.513
00 31 25.0806,38 58 50.167,7.32,0.11
19 40 13.4873,26 59 43.224,7.32,-0.057
04 27 58.0931,-17 50 27.572,7.32,1.53
09 17 19.2436,23 39 10.360,7.32,0.512
09 54 18.1771,-42 55 01.754,7.32,0.97
11 08 35.7655,36 00 38.937,7.32,0.941
06 55 12.0306,-15 42 12.411,7.32,1.496
19 08 13.1856,39 09 17.543,7.32,1.425
11 38 49.9247,39 10 21.227,7.32,1.621
10 20 48.4058,-42 52 20.647,7.32,-0.027
06 00 17.8110,-44 00 20.780,7.32,0.22
09 31 34.9952,20 16 14.408,7.32,1.028
09 08 07.2393,-37 21 31.937,7.32,-0.031
11 54 40.0690,48 56 00.000,7.32,0.95
16 54 55.1850,28 08 13.384,7.32,0.325
00 14 10.1936,-07 11 56.263,7.32,0.521
22 41 33.2676,77 36 54.787,7.32,0.213
03 28 57.2068,40 11 11.278,7.32,0.722
06 37 02.6864,-41 14 59.722,7.32,1.592
20 19 31.1022,32 02 50.096,7.32,0.392
19 59 01.6047,57 48 34.129,7.32,-0.158
19 36 16.9037,33 27 41.052,7.32,-0.089
18 57 07.8276,26 05 45.146,7.32,0.174
01 31 19.4056,29 24 47.894,7.32,0.622
18 54 14.3251,41 13 32.680,7.32,0.51
06 43 37.1696,-37 46 25.737,7.32,1.034
13 31 40.4364,-02 19 04.966,7.32,0.781
05 54 52.1591,36 14 54.811,7.32,1.241
10 05 12.3328,-03 31 02.517,7.32,1.629
09 48 45.2575,-35 01 12.773,7.32,0.288
11 19 26.3943,-28 28 32.395,7.32,0.903
02 54 38.8057,-05 19 50.776,7.32,0.991
19 21 26.9050,32 40 40.048,7.32,1.134
17 54 29.8202,-03 27 43.577,7.32,0.516
09 05 56.9855,-36 05 45.198,7.32,1.31
08 56 39.4319,33 15 28.217,7.32,0.511
04 30 13.7984,-38 59 20.513,7.32,1.036
09 41 10.2657,-36 01 43.628,7.32,0.438
07 29 17.1559,-34 10 17.124,7.32,0.203
05 05 54.8235,50 02 45.802,7.32,0.024
12 27 40.1665,-24 43 38.092,7.32,1.039
07 40 30.5503,-33 25 35.462,7.32,0.543
08 31 05.9358,-39 03 39.511,7.32,-0.058
18 48 02.8987,37 04 26.194,7.32,-0.102
17 57 08.5744,36 51 36.863,7.32,0.355
18 20 19.6190,64 12 10.598,7.32,0.853
07 03 23.6382,00 20 38.380,7.32,-0.046
20 50 39.6432,42 22 55.233,7.32,-0.099
14 45 29.7421,42 22 56.429,7.32,0.465
11 47 26.2170,-31 15 17.100,7.32,-0.052
15 20 32.0693,81 02 34.945,7.32,1.026
16 31 18.2008,-07 55 14.798,7.32,0.497
07 35 38.0668,-75 32 39.151,7.32,0.539
06 35 00.2231,-35 02 57.456,7.32,1.001
08 34 31.7630,-00 43 34.045,7.32,0.791
02 39 39.4617,-20 25 39.397,7.32,0.77
12 50 20.5123,06 13 37.907,7.32,1.071
10 49 04.8708,-30 45 02.158,7.32,1.011
11 37 08.8606,85 37 01.951,7.32,0.39
19 20 31.4496,50 20 24.518,7.32,1.482
18 57 06.3694,38 47 54.522,7.32,1.6
03 31 15.6729,41 43 35.285,7.32,0.028
11 51 02.7412,-13 19 23.738,7.32,0.049
03 51 55.4206,-11 58 05.257,7.32,1.626
16 22 19.3083,03 05 06.131,7.32,0.433
20 53 11.0018,-31 30 53.722,7.32,0.919
05 02 44.5520,03 27 27.771,7.32,-0.093
06 03 24.9502,-21 47 24.517,7.32,0.398
10 05 13.8904,-79 03 44.626,7.32,0.248
06 14 12.5736,03 54 08.187,7.32,-0.05
23 14 58.9990,41 08 32.799,7.32,1.389
08 23 41.9736,-30 23 31.553,7.32,-0.073
07 29 53.6188,-14 21 29.531,7.32,0.331
14 47 02.4735,59 42 37.094,7.32,0.265
03 36 04.5724,46 35 04.073,7.32,1.096
06 11 41.4860,07 46 42.380,7.32,0.422
07 38 08.7142,-16 02 39.683,7.32,0.986
03 52 41.8529,65 31 53.619,7.32,0.948
16 27 33.8635,47 20 30.357,7.32,1.311
11 40 06.8789,-61 11 08.643,7.32,0.048
02 21 49.7272,-14 17 03.973,7.32,0.372
08 57 11.8029,50 44 30.561,7.32,0.064
16 43 41.8880,-00 47 02.380,7.32,1.204
02 12 04.0386,-17 43 42.584,7.32,1.371
00 11 50.4322,66 07 34.851,7.32,0.038
16 21 38.8228,70 29 51.633,7.32,1.066
21 44 32.4731,-24 54 37.298,7.32,0.49
06 19 15.2920,-24 58 29.771,7.32,0.069
00 32 22.0926,-24 38 46.560,7.32,0.391
08 06 14.0042,01 10 38.600,7.32,1.564
22 08 45.5966,61 01 20.750,7.32,0.079
05 37 29.4681,44 35 23.240,7.32,0.965
08 27 46.4880,-24 53 29.304,7.32,1.248
19 19 37.8403,40 16 01.804,7.32,1.575
02 18 36.2716,40 16 43.710,7.32,0.424
05 28 47.6640,-24 15 39.633,7.32,0.305
18 09 45.3702,-11 43 28.815,7.32,1.79
04 52 20.9036,-07 42 33.458,7.32,0.88
06 47 01.1546,80 14 32.076,7.32,1.201
10 17 33.4916,-23 52 34.620,7.32,1.018
08 13 35.9705,10 22 50.435,7.32,0.792
03 16 56.9878,23 07 36.950,7.32,1.296
17 15 34.6612,-10 17 50.982,7.33,0.462
20 42 39.7724,-18 06 34.863,7.33,0.347
00 04 30.5266,-72 53 49.995,7.33,0.444
08 26 19.6908,70 07 40.853,7.33,0.919
00 01 48.8997,66 18 21.607,7.33,0.73
13 54 44.7097,62 22 39.024,7.33,1.121
10 42 52.2311,50 47 57.287,7.33,0.246
20 30 55.7624,-10 02 07.027,7.33,0.87
07 02 40.7552,69 12 29.675,7.33,1.643
23 12 01.5684,64 43 09.250,7.33,-0.045
23 17 09.0600,-18 09 56.687,7.33,0.996
14 15 38.0815,-63 06 50.402,7.33,1.227
23 28 07.2640,-12 12 44.262,7.33,1.39
09 22 23.0582,-06 03 38.360,7.33,0.234
06 49 44.2935,-01 20 23.821,7.33,-0.089
03 10 18.0931,-01 41 40.896,7.33,-0.01
15 05 42.7892,-01 59 07.360,7.33,1.024
03 48 37.9010,-70 21 34.890,7.33,1.08
04 41 33.9576,-14 41 16.029,7.33,1.089
19 50 41.5515,22 06 46.521,7.33,0.818
15 23 01.1753,63 07 48.822,7.33,1.1
19 40 10.9723,17 53 57.305,7.33,1.325
05 19 42.2509,-04 52 38.213,7.33,0.16
04 26 46.2545,55 38 37.414,7.33,0.42
20 39 02.6511,-49 19 53.252,7.33,0.626
08 30 25.2462,-13 28 06.493,7.33,0.055
20 26 31.6644,-17 22 39.592,7.33,0.583
00 07 22.4778,26 27 03.192,7.33,1.011
05 46 29.4828,74 36 38.056,7.33,0.702
22 16 28.9359,-63 20 17.283,7.33,0.495
04 18 35.8101,60 29 37.954,7.33,0.29
09 24 11.7305,60 26 49.671,7.33,1.403
15 24 18.3767,60 32 56.291,7.33,0.794
23 46 32.6935,-41 34 47.271,7.33,0.232
12 11 05.9091,-56 24 04.792,7.33,0.117
03 53 59.8197,-12 26 57.429,7.33,1.04
15 08 59.7421,-36 25 57.433,7.33,1.211
12 31 00.7306,31 25 25.571,7.33,0.534
08 49 03.3713,-43 45 40.426,7.33,-0.134
18 28 11.7115,-52 29 59.733,7.33,0.092
06 55 08.7205,-02 28 52.473,7.33,1.061
07 12 17.3261,-67 46 56.109,7.33,0.737
15 20 32.5210,-59 32 37.546,7.33,-0.112
07 01 05.5978,-65 42 23.973,7.33,0.464
01 37 53.5940,-60 30 41.553,7.33,0.629
17 30 19.6829,63 46 38.788,7.33,1.251
03 36 03.8085,63 17 17.241,7.33,1.726
22 04 38.3943,-64 43 41.501,7.33,0.261
03 32 51.0612,05 15 16.781,7.33,0.965
22 06 33.5331,05 11 40.864,7.33,0.154
02 55 18.0500,80 06 23.790,7.33,0.072
10 30 16.0851,63 20 55.439,7.33,0.993
02 13 42.2111,-03 01 55.092,7.33,0.338
21 49 51.2483,05 12 46.613,7.33,1.05
06 11 57.9523,-75 05 02.180,7.33,0.953
19 28 40.3559,03 41 38.339,7.33,0.016
21 29 14.4194,-50 19 00.418,7.33,0.663
21 02 25.8495,27 48 26.387,7.33,0.614
16 45 48.1444,35 37 50.511,7.33,0.51
15 57 40.9245,-60 12 00.000,7.33,0.621
03 04 43.0350,-60 11 47.466,7.33,1.408
08 08 38.0207,01 53 42.445,7.33,-0.046
23 41 13.5276,75 34 57.438,7.33,1.045
13 26 25.6185,05 42 31.348,7.33,1.075
09 31 24.9562,-73 44 49.602,7.33,0.402
00 54 14.9481,-57 24 11.207,7.33,1.036
00 58 26.4926,24 31 19.731,7.33,0.499
21 16 01.7845,10 41 08.212,7.33,1.397
17 10 18.5133,40 41 23.539,7.33,1.253
09 29 58.2391,-28 14 34.728,7.33,-0.013
12 39 11.1054,83 38 38.656,7.33,0.599
18 16 13.2459,-35 14 27.240,7.33,1.614
16 56 51.1205,06 30 04.792,7.33,1.6
20 04 46.8414,15 54 10.876,7.33,0.544
11 30 25.5837,-59 37 38.340,7.33,1.431
11 57 45.1193,06 58 29.207,7.33,1.295
18 10 43.8658,18 30 15.724,7.33,0.252
18 58 06.5326,-30 49 29.960,7.33,0.543
02 11 22.9762,21 22 38.556,7.33,0.677
23 00 47.3820,-49 27 05.612,7.33,0.324
18 02 30.3673,43 16 06.787,7.33,1.139
11 10 31.8175,-25 59 45.374,7.33,0.282
05 07 34.2940,-54 59 20.916,7.33,0.49
11 47 19.9488,-25 57 41.368,7.33,0.266
10 17 53.3766,-21 01 34.460,7.33,1.399
22 23 27.9590,17 39 21.676,7.33,1.293
16 25 17.6739,-49 08 51.517,7.33,0.3
21 07 13.3626,47 44 03.459,7.33,0.047
02 30 24.9722,45 25 53.978,7.33,1.002
16 28 24.1690,15 25 52.748,7.33,0.986
04 55 34.6063,27 12 08.951,7.33,1.281
11 03 39.2854,44 19 47.210,7.33,0.873
05 38 09.4965,-46 06 17.664,7.33,0.769
03 28 48.1602,20 37 26.775,7.33,-0.067
12 19 18.8376,-16 16 26.053,7.33,1.615
14 20 42.4165,-52 19 32.812,7.33,0.437
14 58 49.6355,25 02 52.766,7.33,1.035
11 00 15.4987,-44 54 38.607,7.33,0.6
01 23 02.4665,-37 42 08.487,7.33,1.64
18 47 29.2897,15 30 45.777,7.33,0.029
23 18 00.4474,-48 06 46.896,7.33,0.4
00 53 49.6359,28 33 29.753,7.33,1.033
03 12 24.8952,16 31 00.378,7.33,0.181
00 15 21.5122,28 35 14.558,7.33,0.441
18 37 01.8832,-48 12 33.686,7.33,0.686
10 27 46.6773,-45 05 55.553,7.33,1.127
21 52 30.6990,55 02 23.469,7.33,0.117
22 08 34.1243,-11 36 48.565,7.33,1.125
15 58 24.2677,37 49 38.994,7.33,0.399
20 08 20.9965,20 13 11.614,7.33,0.406
15 58 30.8016,36 01 19.726,7.33,1.485
07 10 08.8676,-15 41 05.059,7.33,-0.081
22 42 57.9587,27 59 19.147,7.33,-0.06
06 54 14.8098,-34 13 22.389,7.33,-0.022
04 38 11.5506,-13 15 29.786,7.33,0.453
21 04 22.7752,-43 05 07.983,7.33,1.361
06 35 59.2938,32 17 26.958,7.33,0.138
22 01 11.4330,26 49 48.752,7.33,-0.037
23 10 24.6335,-07 48 41.993,7.33,0.604
13 56 26.1980,49 00 44.867,7.33,0.99
18 34 26.3163,57 48 06.607,7.33,0.194
07 55 32.0945,-10 39 43.920,7.33,0.428
00 53 35.8538,29 04 48.841,7.33,0.121
07 06 34.6950,-22 00 52.963,7.33,0.958
07 55 08.3259,28 23 03.561,7.33,0.435
20 32 18.9318,-24 52 13.636,7.33,1.507
14 24 53.7565,62 56 10.870,7.33,0.46
15 02 58.7997,65 46 42.895,7.33,0.574
16 18 05.8483,62 25 24.235,7.33,1.08
13 02 12.9002,-12 06 32.391,7.33,1.125
06 22 25.3696,46 11 40.672,7.33,0.134
11 07 51.8186,-38 24 26.708,7.33,1.358
04 08 54.5458,46 13 40.183,7.33,0.194
18 15 34.4860,79 03 53.618,7.33,0.636
17 58 25.7536,36 52 28.665,7.33,0.937
12 08 07.0728,39 39 19.856,7.33,0.515
05 59 17.0289,40 02 00.318,7.33,0.541
06 41 10.9496,-34 30 38.076,7.33,1.476
18 07 11.4734,34 49 30.991,7.33,1.509
21 47 40.9338,-27 45 03.167,7.33,1.22
11 37 24.5497,62 11 46.897,7.33,1.577
03 00 04.0675,55 11 17.407,7.33,0.126
20 13 36.3547,53 39 33.757,7.33,0.011
15 55 41.9281,-26 44 49.262,7.33,0.498
10 05 55.9246,39 34 55.676,7.33,0.233
01 32 15.5549,38 16 18.986,7.33,0.933
21 13 36.1016,45 10 07.576,7.33,0.887
04 30 22.4005,-30 26 38.799,7.33,0.089
13 49 59.3851,-32 39 54.635,7.33,1.243
12 10 52.2991,-28 04 04.105,7.33,1.102
09 23 30.2835,-16 39 58.512,7.33,-0.041
12 26 00.8693,02 02 31.189,7.33,0.059
14 09 26.5495,69 35 25.479,7.33,-0.03
18 52 01.5013,37 30 59.513,7.33,-0.078
20 49 07.4107,42 57 17.738,7.33,-0.014
00 42 21.8543,43 56 14.786,7.33,1.043
17 44 17.7702,-23 40 44.242,7.33,0.353
20 26 08.4670,69 19 36.138,7.33,0.873
14 54 33.6007,46 35 37.743,7.33,1.006
13 28 26.6693,-25 12 46.201,7.33,0.461
16 02 13.5634,-22 41 15.017,7.33,0.079
15 42 13.1107,07 49 23.396,7.33,0.582
08 21 53.2712,13 37 26.908,7.33,0.351
18 22 05.9341,-63 22 53.813,7.33,0.895
18 04 58.1894,-24 40 50.898,7.33,-0.039
19 51 10.2248,-27 28 19.015,7.33,-0.043
08 27 55.2719,53 27 26.191,7.33,1.313
19 10 11.9514,44 33 35.929,7.33,0.223
11 06 32.8987,-21 10 00.759,7.33,0.065
13 48 51.2344,09 42 48.066,7.33,1.502
15 36 03.4910,06 11 00.670,7.33,0.279
04 37 59.7529,-13 01 43.957,7.33,0.045
14 15 59.6808,64 51 11.366,7.33,0.31
23 22 47.3893,51 02 51.495,7.33,1.416
02 57 14.6919,-24 58 09.902,7.33,0.863
20 28 48.0602,-11 43 35.442,7.33,0.445
21 11 54.8303,23 04 50.286,7.33,1.132
18 41 49.6473,12 15 20.111,7.33,0.109
05 01 03.0024,-11 12 29.065,7.33,-0.042
10 02 56.4113,-05 37 04.391,7.33,1.536
02 37 34.2118,69 03 24.759,7.33,1.075
16 41 33.1427,18 55 17.277,7.34,1.462
21 37 20.0049,-11 27 38.473,7.34,1.667
18 26 23.6898,-15 37 48.688,7.34,0.063
01 00 15.7182,18 11 57.136,7.34,1.073
18 08 38.8814,57 58 46.936,7.34,1.421
04 51 30.5937,-03 39 34.353,7.34,1.355
10 09 57.3475,-66 35 52.378,7.34,0.939
08 58 22.7468,78 08 44.669,7.34,0.354
11 21 45.9822,-22 06 18.921,7.34,-0.061
11 32 15.5399,-12 23 47.734,7.34,1.361
06 21 00.7768,14 42 17.501,7.34,-0.1
18 14 12.2644,64 45 08.310,7.34,1.183
23 46 04.0819,50 39 47.233,7.34,0.96
04 34 36.1770,84 28 20.734,7.34,1.371
09 06 29.7940,-02 35 59.137,7.34,0.646
21 52 49.9986,13 29 19.967,7.34,1.075
12 32 43.6947,-45 27 34.701,7.34,0.429
08 46 24.5083,10 35 31.615,7.34,0.515
05 44 31.6702,-04 41 44.735,7.34,0.099
07 11 20.8506,-10 25 43.806,7.34,-0.079
21 03 07.5993,-01 18 30.679,7.34,0.401
07 11 31.5281,55 36 45.292,7.34,0.328
16 22 17.4042,-08 44 29.797,7.34,0.313
12 11 01.5878,08 43 02.879,7.34,1.143
07 29 35.4383,07 50 25.741,7.34,1.148
07 55 17.1558,-11 09 05.307,7.34,-0.116
17 38 05.6329,-56 49 16.854,7.34,0.335
15 55 28.7918,-77 43 55.904,7.34,0.988
06 07 09.1737,16 33 22.669,7.34,0.543
05 58 27.5715,07 51 37.959,7.34,1.257
21 10 50.9887,66 42 34.133,7.34,0.993
20 01 32.7106,-16 52 07.728,7.34,0.654
09 51 19.5205,-01 51 29.421,7.34,1.187
15 18 11.3958,78 23 38.565,7.34,1.382
04 25 43.7404,-05 09 11.028,7.34,1.165
19 48 38.9897,-01 49 35.258,7.34,0.122
20 34 44.1564,-63 18 41.980,7.34,0.103
11 37 37.9244,-60 58 59.347,7.34,0.01
